Index,Elevation.1,Elevation.2,Leg distance.1,Leg distance.2,Leg time,Leg speed,Leg course.1,Leg course.2,Time,Position
2611,11372,m,3.1,km,0:00:14,805 km/h,212.7,ИСТИНА,12/25/2022 17:03,N33° 12.551' W60° 46.962'
2612,11380,m,3.1,km,0:00:14,806 km/h,212.8,ИСТИНА,12/25/2022 17:03,N33° 11.130' W60° 48.051'
2613,11375,m,3.1,km,0:00:14,806 km/h,212.6,ИСТИНА,12/25/2022 17:03,N33° 09.710' W60° 49.142'
2614,11379,m,3.1,km,0:00:14,808 km/h,212.7,ИСТИНА,12/25/2022 17:04,N33° 08.287' W60° 50.230'
2615,11371,m,2.9,km,0:00:13,809 km/h,212.5,ИСТИНА,12/25/2022 17:04,N33° 06.862' W60° 51.323'
2616,11382,m,2.9,km,0:00:13,810 km/h,212.6,ИСТИНА,12/25/2022 17:04,N33° 05.533' W60° 52.334'
2617,11382,m,2.7,km,0:00:12,810 km/h,212.5,ИСТИНА,12/25/2022 17:04,N33° 04.205' W60° 53.347'
2618,11387,m,2.9,km,0:00:13,810 km/h,212.7,ИСТИНА,12/25/2022 17:04,N33° 02.978' W60° 54.280'
2619,11381,m,3.6,km,0:00:16,811 km/h,212.6,ИСТИНА,12/25/2022 17:05,N33° 01.651' W60° 55.294'
2620,11379,m,2.7,km,0:00:12,811 km/h,212.6,ИСТИНА,12/25/2022 17:05,N33° 00.015' W60° 56.542'
2621,11376,m,3.4,km,0:00:15,812 km/h,212.7,ИСТИНА,12/25/2022 17:05,N32° 58.788' W60° 57.479'
2622,11367,m,3.6,km,0:00:16,813 km/h,212.6,ИСТИНА,12/25/2022 17:05,N32° 57.254' W60° 58.654'
2623,11363,m,2.7,km,0:00:12,815 km/h,212.6,ИСТИНА,12/25/2022 17:06,N32° 55.612' W60° 59.904'
2624,11365,m,2.5,km,0:00:11,816 km/h,212.5,ИСТИНА,12/25/2022 17:06,N32° 54.379' W61° 00.843'
2625,11369,m,3.4,km,0:00:15,814 km/h,212.4,ИСТИНА,12/25/2022 17:06,N32° 53.246' W61° 01.702'
2626,11373,m,2.9,km,0:00:13,814 km/h,212.5,ИСТИНА,12/25/2022 17:06,N32° 51.702' W61° 02.870'
2627,11377,m,2.7,km,0:00:12,812 km/h,212.5,ИСТИНА,12/25/2022 17:07,N32° 50.365' W61° 03.882'
2628,11374,m,2.9,km,0:00:13,812 km/h,212.3,ИСТИНА,12/25/2022 17:07,N32° 49.133' W61° 04.814'
2629,11377,m,2.5,km,0:00:11,811 km/h,212.4,ИСТИНА,12/25/2022 17:07,N32° 47.798' W61° 05.821'
2630,11381,m,2.9,km,0:00:13,810 km/h,212.5,ИСТИНА,12/25/2022 17:07,N32° 46.669' W61° 06.672'
2631,11378,m,2.5,km,0:00:11,810 km/h,212.5,ИСТИНА,12/25/2022 17:07,N32° 45.339' W61° 07.678'
2632,11379,m,2.9,km,0:00:13,810 km/h,212.4,ИСТИНА,12/25/2022 17:08,N32° 44.214' W61° 08.531'
2633,11382,m,2.5,km,0:00:11,808 km/h,213,ИСТИНА,12/25/2022 17:08,N32° 42.884' W61° 09.535'
2634,11383,m,1.3,km,0:00:06,805 km/h,215.7,ИСТИНА,12/25/2022 17:08,N32° 41.767' W61° 10.396'
2635,11381,m,1.1,km,0:00:05,803 km/h,219.2,ИСТИНА,12/25/2022 17:08,N32° 41.180' W61° 10.897'
2636,11369,m,1.3,km,0:00:06,802 km/h,221.2,ИСТИНА,12/25/2022 17:08,N32° 40.714' W61° 11.349'
2637,11356,m,1.6,km,0:00:07,801 km/h,223.3,ИСТИНА,12/25/2022 17:08,N32° 40.172' W61° 11.912'
2638,11339,m,1.5,km,0:00:07,796 km/h,225.8,ИСТИНА,12/25/2022 17:08,N32° 39.561' W61° 12.596'
2639,11325,m,1.3,km,0:00:06,793 km/h,228.1,ИСТИНА,12/25/2022 17:08,N32° 38.980' W61° 13.306'
2640,11330,m,2.2,km,0:00:10,792 km/h,229.3,ИСТИНА,12/25/2022 17:09,N32° 38.504' W61° 13.935'
2641,11344,m,2.4,km,0:00:11,792 km/h,229.1,ИСТИНА,12/25/2022 17:09,N32° 37.731' W61° 15.003'
2642,11360,m,2.2,km,0:00:10,791 km/h,229.1,ИСТИНА,12/25/2022 17:09,N32° 36.876' W61° 16.173'
2643,11365,m,3.3,km,0:00:15,791 km/h,229.3,ИСТИНА,12/25/2022 17:09,N32° 36.100' W61° 17.235'
2644,11371,m,2.4,km,0:00:11,791 km/h,229.2,ИСТИНА,12/25/2022 17:09,N32° 34.941' W61° 18.832'
2645,11382,m,2.6,km,0:00:12,790 km/h,229.3,ИСТИНА,12/25/2022 17:09,N32° 34.090' W61° 20.003'
2646,11378,m,2.6,km,0:00:12,789 km/h,229.3,ИСТИНА,12/25/2022 17:10,N32° 33.165' W61° 21.280'
2647,11378,m,3.1,km,0:00:14,790 km/h,229.3,ИСТИНА,12/25/2022 17:10,N32° 32.240' W61° 22.556'
2648,11378,m,2.6,km,0:00:12,789 km/h,229.3,ИСТИНА,12/25/2022 17:10,N32° 31.160' W61° 24.045'
2649,11380,m,2.8,km,0:00:13,789 km/h,229.1,ИСТИНА,12/25/2022 17:10,N32° 30.235' W61° 25.318'
2650,11382,m,2.8,km,0:00:13,788 km/h,229,ИСТИНА,12/25/2022 17:11,N32° 29.230' W61° 26.693'
2651,11382,m,3.3,km,0:00:15,787 km/h,229,ИСТИНА,12/25/2022 17:11,N32° 28.224' W61° 28.065'
2652,11381,m,2.6,km,0:00:12,787 km/h,229.1,ИСТИНА,12/25/2022 17:11,N32° 27.063' W61° 29.646'
2653,11377,m,2.6,km,0:00:12,787 km/h,229,ИСТИНА,12/25/2022 17:11,N32° 26.138' W61° 30.912'
2654,11375,m,3.1,km,0:00:14,786 km/h,229.1,ИСТИНА,12/25/2022 17:11,N32° 25.210' W61° 32.176'
2655,11373,m,2.4,km,0:00:11,786 km/h,229,ИСТИНА,12/25/2022 17:12,N32° 24.132' W61° 33.650'
2656,11385,m,2.8,km,0:00:13,785 km/h,229.1,ИСТИНА,12/25/2022 17:12,N32° 23.283' W61° 34.807'
2657,11388,m,2.6,km,0:00:12,783 km/h,229,ИСТИНА,12/25/2022 17:12,N32° 22.283' W61° 36.174'
2658,11388,m,2.4,km,0:00:11,781 km/h,229.2,ИСТИНА,12/25/2022 17:12,N32° 21.360' W61° 37.431'
2659,11388,m,2.8,km,0:00:13,782 km/h,228.9,ИСТИНА,12/25/2022 17:12,N32° 20.518' W61° 38.583'
2660,11376,m,3.7,km,0:00:17,785 km/h,229.1,ИСТИНА,12/25/2022 17:13,N32° 19.517' W61° 39.940'
2661,11375,m,3.1,km,0:00:14,786 km/h,228.9,ИСТИНА,12/25/2022 17:13,N32° 18.208' W61° 41.727'
2662,11375,m,3.3,km,0:00:15,788 km/h,229.1,ИСТИНА,12/25/2022 17:13,N32° 17.124' W61° 43.196'
2663,11362,m,3.1,km,0:00:14,791 km/h,228.9,ИСТИНА,12/25/2022 17:13,N32° 15.965' W61° 44.778'
2664,11367,m,2.8,km,0:00:13,788 km/h,228.9,ИСТИНА,12/25/2022 17:14,N32° 14.875' W61° 46.255'
2665,11378,m,3.5,km,0:00:16,788 km/h,228.8,ИСТИНА,12/25/2022 17:14,N32° 13.867' W61° 47.622'
2666,11385,m,3.9,km,0:00:18,787 km/h,228.8,ИСТИНА,12/25/2022 17:14,N32° 12.624' W61° 49.301'
2667,11392,m,3.7,km,0:00:17,785 km/h,229,ИСТИНА,12/25/2022 17:14,N32° 11.226' W61° 51.187'
2668,11392,m,3.3,km,0:00:15,785 km/h,229,ИСТИНА,12/25/2022 17:15,N32° 09.914' W61° 52.969'
2669,11387,m,3.3,km,0:00:15,787 km/h,228.7,ИСТИНА,12/25/2022 17:15,N32° 08.757' W61° 54.541'
2670,11398,m,3.1,km,0:00:14,785 km/h,228.9,ИСТИНА,12/25/2022 17:15,N32° 07.590' W61° 56.108'
2671,11402,m,3.3,km,0:00:15,784 km/h,228.8,ИСТИНА,12/25/2022 17:15,N32° 06.508' W61° 57.572'
2672,11416,m,2.6,km,0:00:12,783 km/h,228.9,ИСТИНА,12/25/2022 17:16,N32° 05.348' W61° 59.135'
2673,11422,m,2.8,km,0:00:13,782 km/h,228.8,ИСТИНА,12/25/2022 17:16,N32° 04.423' W62° 00.385'
2674,11420,m,3.3,km,0:00:15,783 km/h,228.8,ИСТИНА,12/25/2022 17:16,N32° 03.419' W62° 01.736'
2675,11415,m,2.6,km,0:00:12,782 km/h,229,ИСТИНА,12/25/2022 17:16,N32° 02.261' W62° 03.297'
2676,11414,m,3.3,km,0:00:15,782 km/h,228.9,ИСТИНА,12/25/2022 17:17,N32° 01.339' W62° 04.547'
2677,11406,m,2.8,km,0:00:13,779 km/h,228.9,ИСТИНА,12/25/2022 17:17,N32° 00.182' W62° 06.107'
2678,11398,m,3,km,0:00:14,780 km/h,228.6,ИСТИНА,12/25/2022 17:17,N31° 59.185' W62° 07.454'
2679,11401,m,3.5,km,0:00:16,778 km/h,228.7,ИСТИНА,12/25/2022 17:17,N31° 58.105' W62° 08.900'
2680,11402,m,3.7,km,0:00:17,777 km/h,228.7,ИСТИНА,12/25/2022 17:18,N31° 56.875' W62° 10.550'
2681,11405,m,3.9,km,0:00:18,779 km/h,228.8,ИСТИНА,12/25/2022 17:18,N31° 55.569' W62° 12.301'
2682,11393,m,3.5,km,0:00:16,780 km/h,228.8,ИСТИНА,12/25/2022 17:18,N31° 54.185' W62° 14.161'
2683,11371,m,2.8,km,0:00:13,781 km/h,228.9,ИСТИНА,12/25/2022 17:18,N31° 52.954' W62° 15.818'
2684,11363,m,3.3,km,0:00:15,781 km/h,228.5,ИСТИНА,12/25/2022 17:19,N31° 51.955' W62° 17.166'
2685,11377,m,3.7,km,0:00:17,781 km/h,228.5,ИСТИНА,12/25/2022 17:19,N31° 50.794' W62° 18.714'
2686,11393,m,3.3,km,0:00:15,783 km/h,228.7,ИСТИНА,12/25/2022 17:19,N31° 49.477' W62° 20.466'
2687,11409,m,3,km,0:00:14,783 km/h,228.3,ИСТИНА,12/25/2022 17:19,N31° 48.317' W62° 22.021'
2688,11417,m,3.7,km,0:00:17,787 km/h,228.6,ИСТИНА,12/25/2022 17:20,N31° 47.225' W62° 23.463'
2689,11431,m,3.3,km,0:00:15,787 km/h,228.5,ИСТИНА,12/25/2022 17:20,N31° 45.900' W62° 25.229'
2690,11440,m,3.1,km,0:00:14,788 km/h,228.5,ИСТИНА,12/25/2022 17:20,N31° 44.728' W62° 26.785'
2691,11448,m,3.1,km,0:00:14,788 km/h,228.6,ИСТИНА,12/25/2022 17:20,N31° 43.633' W62° 28.240'
2692,11437,m,3.3,km,0:00:15,788 km/h,228.7,ИСТИНА,12/25/2022 17:21,N31° 42.540' W62° 29.698'
2693,11426,m,3.3,km,0:00:15,787 km/h,228.7,ИСТИНА,12/25/2022 17:21,N31° 41.371' W62° 31.260'
2694,11419,m,3.7,km,0:00:17,786 km/h,228.7,ИСТИНА,12/25/2022 17:21,N31° 40.203' W62° 32.820'
2695,11402,m,3.3,km,0:00:15,787 km/h,228.6,ИСТИНА,12/25/2022 17:21,N31° 38.881' W62° 34.585'
2696,11397,m,3.1,km,0:00:14,789 km/h,228.5,ИСТИНА,12/25/2022 17:22,N31° 37.711' W62° 36.141'
2697,11396,m,3.9,km,0:00:18,788 km/h,228.4,ИСТИНА,12/25/2022 17:22,N31° 36.615' W62° 37.594'
2698,11406,m,3.1,km,0:00:14,788 km/h,228.3,ИСТИНА,12/25/2022 17:22,N31° 35.205' W62° 39.460'
2699,11431,m,3.1,km,0:00:14,791 km/h,228.2,ИСТИНА,12/25/2022 17:22,N31° 34.105' W62° 40.907'
2700,11450,m,3.3,km,0:00:15,792 km/h,228.6,ИСТИНА,12/25/2022 17:23,N31° 33.001' W62° 42.358'
2701,11450,m,3.7,km,0:00:17,793 km/h,228.6,ИСТИНА,12/25/2022 17:23,N31° 31.824' W62° 43.923'
2702,11429,m,3.1,km,0:00:14,792 km/h,228.4,ИСТИНА,12/25/2022 17:23,N31° 30.489' W62° 45.697'
2703,11419,m,3.1,km,0:00:14,794 km/h,228.6,ИСТИНА,12/25/2022 17:23,N31° 29.386' W62° 47.152'
2704,11407,m,3.3,km,0:00:15,794 km/h,228.3,ИСТИНА,12/25/2022 17:24,N31° 28.285' W62° 48.615'
2705,11404,m,3.7,km,0:00:17,793 km/h,228.3,ИСТИНА,12/25/2022 17:24,N31° 27.098' W62° 50.174'
2706,11409,m,3.7,km,0:00:17,792 km/h,228.4,ИСТИНА,12/25/2022 17:24,N31° 25.757' W62° 51.941'
2707,11409,m,3.1,km,0:00:14,791 km/h,228.2,ИСТИНА,12/25/2022 17:24,N31° 24.417' W62° 53.706'
2708,11409,m,3.3,km,0:00:15,790 km/h,228.2,ИСТИНА,12/25/2022 17:25,N31° 23.313' W62° 55.155'
2709,11416,m,3.3,km,0:00:15,789 km/h,228.4,ИСТИНА,12/25/2022 17:25,N31° 22.130' W62° 56.705'
2710,11410,m,3.7,km,0:00:17,790 km/h,228.3,ИСТИНА,12/25/2022 17:25,N31° 20.954' W62° 58.257'
2711,11412,m,3.3,km,0:00:15,792 km/h,228.3,ИСТИНА,12/25/2022 17:25,N31° 19.617' W63° 00.015'
2712,11416,m,3.3,km,0:00:15,792 km/h,228.6,ИСТИНА,12/25/2022 17:26,N31° 18.433' W63° 01.568'
2713,11407,m,3.3,km,0:00:15,791 km/h,228,ИСТИНА,12/25/2022 17:26,N31° 17.255' W63° 03.129'
2714,11416,m,3.5,km,0:00:16,791 km/h,228,ИСТИНА,12/25/2022 17:26,N31° 16.066' W63° 04.672'
2715,11437,m,3.1,km,0:00:14,791 km/h,228.5,ИСТИНА,12/25/2022 17:26,N31° 14.797' W63° 06.319'
2716,11430,m,3.7,km,0:00:17,791 km/h,228.4,ИСТИНА,12/25/2022 17:27,N31° 13.698' W63° 07.770'
2717,11422,m,3.3,km,0:00:15,790 km/h,228.3,ИСТИНА,12/25/2022 17:27,N31° 12.362' W63° 09.529'
2718,11409,m,3.3,km,0:00:15,789 km/h,228.1,ИСТИНА,12/25/2022 17:27,N31° 11.181' W63° 11.076'
2719,11413,m,3.5,km,0:00:16,789 km/h,228.2,ИСТИНА,12/25/2022 17:28,N31° 09.996' W63° 12.617'
2720,11415,m,3.1,km,0:00:14,786 km/h,228.3,ИСТИНА,12/25/2022 17:28,N31° 08.737' W63° 14.263'
2721,11416,m,2.8,km,0:00:13,784 km/h,228,ИСТИНА,12/25/2022 17:28,N31° 07.640' W63° 15.701'
2722,11414,m,3.3,km,0:00:15,784 km/h,228.2,ИСТИНА,12/25/2022 17:28,N31° 06.620' W63° 17.026'
2723,11407,m,3.3,km,0:00:15,783 km/h,228.2,ИСТИНА,12/25/2022 17:28,N31° 05.446' W63° 18.560'
2724,11409,m,2.8,km,0:00:13,781 km/h,228.1,ИСТИНА,12/25/2022 17:29,N31° 04.274' W63° 20.090'
2725,11410,m,2.6,km,0:00:12,780 km/h,228.1,ИСТИНА,12/25/2022 17:29,N31° 03.259' W63° 21.411'
2726,11409,m,3.2,km,0:00:15,778 km/h,228.1,ИСТИНА,12/25/2022 17:29,N31° 02.323' W63° 22.627'
2727,11408,m,3.3,km,0:00:15,780 km/h,228.2,ИСТИНА,12/25/2022 17:29,N31° 01.155' W63° 24.145'
2728,11412,m,2.6,km,0:00:12,780 km/h,227.8,ИСТИНА,12/25/2022 17:30,N30° 59.986' W63° 25.669'
2729,11416,m,3,km,0:00:14,778 km/h,228,ИСТИНА,12/25/2022 17:30,N30° 59.045' W63° 26.879'
2730,11420,m,3.2,km,0:00:15,779 km/h,228.1,ИСТИНА,12/25/2022 17:30,N30° 57.954' W63° 28.293'
2731,11414,m,3.2,km,0:00:15,779 km/h,228.2,ИСТИНА,12/25/2022 17:30,N30° 56.785' W63° 29.811'
2732,11410,m,2.8,km,0:00:13,778 km/h,228.1,ИСТИНА,12/25/2022 17:31,N30° 55.618' W63° 31.331'
2733,11409,m,2.2,km,0:00:10,781 km/h,227.8,ИСТИНА,12/25/2022 17:31,N30° 54.606' W63° 32.645'
2734,11415,m,2.6,km,0:00:12,781 km/h,227.9,ИСТИНА,12/25/2022 17:31,N30° 53.821' W63° 33.655'
2735,11420,m,3.5,km,0:00:16,781 km/h,228.1,ИСТИНА,12/25/2022 17:31,N30° 52.880' W63° 34.867'
2736,11426,m,3,km,0:00:14,781 km/h,227.9,ИСТИНА,12/25/2022 17:31,N30° 51.631' W63° 36.490'
2737,11422,m,3.3,km,0:00:15,782 km/h,228,ИСТИНА,12/25/2022 17:32,N30° 50.533' W63° 37.904'
2738,11423,m,3,km,0:00:14,783 km/h,228,ИСТИНА,12/25/2022 17:32,N30° 49.357' W63° 39.423'
2739,11419,m,3,km,0:00:14,784 km/h,227.8,ИСТИНА,12/25/2022 17:32,N30° 48.258' W63° 40.843'
2740,11422,m,3.1,km,0:00:14,784 km/h,227.8,ИСТИНА,12/25/2022 17:32,N30° 47.154' W63° 42.260'
2741,11423,m,2.8,km,0:00:13,786 km/h,228,ИСТИНА,12/25/2022 17:33,N30° 46.050' W63° 43.679'
2742,11420,m,3.1,km,0:00:14,788 km/h,228,ИСТИНА,12/25/2022 17:33,N30° 45.026' W63° 45.003'
2743,11424,m,2.6,km,0:00:12,787 km/h,227.7,ИСТИНА,12/25/2022 17:33,N30° 43.922' W63° 46.430'
2744,11420,m,2.2,km,0:00:10,788 km/h,227.9,ИСТИНА,12/25/2022 17:33,N30° 42.969' W63° 47.647'
2745,11423,m,2.6,km,0:00:12,788 km/h,228,ИСТИНА,12/25/2022 17:33,N30° 42.177' W63° 48.664'
2746,11421,m,3.1,km,0:00:14,787 km/h,227.8,ИСТИНА,12/25/2022 17:34,N30° 41.230' W63° 49.888'
2747,11421,m,2.6,km,0:00:12,788 km/h,227.7,ИСТИНА,12/25/2022 17:34,N30° 40.122' W63° 51.308'
2748,11426,m,2.4,km,0:00:11,786 km/h,228,ИСТИНА,12/25/2022 17:34,N30° 39.169' W63° 52.524'
2749,11420,m,2.8,km,0:00:13,785 km/h,228.1,ИСТИНА,12/25/2022 17:34,N30° 38.302' W63° 53.642'
2750,11411,m,3.9,km,0:00:18,784 km/h,227.9,ИСТИНА,12/25/2022 17:34,N30° 37.280' W63° 54.964'
2751,11415,m,3,km,0:00:14,784 km/h,227.9,ИСТИНА,12/25/2022 17:35,N30° 35.864' W63° 56.786'
2752,11414,m,3.1,km,0:00:14,785 km/h,227.7,ИСТИНА,12/25/2022 17:35,N30° 34.762' W63° 58.201'
2753,11419,m,3,km,0:00:14,783 km/h,227.8,ИСТИНА,12/25/2022 17:35,N30° 33.655' W63° 59.613'
2754,11412,m,3.3,km,0:00:15,782 km/h,227.8,ИСТИНА,12/25/2022 17:35,N30° 32.552' W64° 01.024'
2755,11410,m,3,km,0:00:14,783 km/h,227.7,ИСТИНА,12/25/2022 17:36,N30° 31.371' W64° 02.534'
2756,11416,m,3.5,km,0:00:16,783 km/h,227.8,ИСТИНА,12/25/2022 17:36,N30° 30.265' W64° 03.943'
2757,11413,m,2.6,km,0:00:12,781 km/h,227.8,ИСТИНА,12/25/2022 17:36,N30° 29.005' W64° 05.554'
2758,11411,m,2.4,km,0:00:11,781 km/h,227.8,ИСТИНА,12/25/2022 17:36,N30° 28.062' W64° 06.760'
2759,11413,m,2.4,km,0:00:11,780 km/h,227.6,ИСТИНА,12/25/2022 17:37,N30° 27.198' W64° 07.867'
2760,11414,m,3,km,0:00:14,780 km/h,227.8,ИСТИНА,12/25/2022 17:37,N30° 26.332' W64° 08.968'
2761,11400,m,2.8,km,0:00:13,781 km/h,227.9,ИСТИНА,12/25/2022 17:37,N30° 25.235' W64° 10.373'
2762,11393,m,3.5,km,0:00:16,782 km/h,227.5,ИСТИНА,12/25/2022 17:37,N30° 24.215' W64° 11.680'
2763,11414,m,3,km,0:00:14,780 km/h,227.4,ИСТИНА,12/25/2022 17:37,N30° 22.949' W64° 13.280'
2764,11422,m,3.5,km,0:00:16,780 km/h,227.5,ИСТИНА,12/25/2022 17:38,N30° 21.843' W64° 14.675'
2765,11421,m,2.6,km,0:00:12,780 km/h,227.9,ИСТИНА,12/25/2022 17:38,N30° 20.581' W64° 16.273'
2766,11412,m,2.8,km,0:00:13,780 km/h,227.7,ИСТИНА,12/25/2022 17:38,N30° 19.640' W64° 17.477'
2767,11413,m,3.3,km,0:00:15,782 km/h,227.5,ИСТИНА,12/25/2022 17:38,N30° 18.619' W64° 18.777'
2768,11420,m,3.3,km,0:00:15,782 km/h,227.6,ИСТИНА,12/25/2022 17:39,N30° 17.434' W64° 20.278'
2769,11424,m,3,km,0:00:14,782 km/h,227.6,ИСТИНА,12/25/2022 17:39,N30° 16.250' W64° 21.780'
2770,11425,m,2.6,km,0:00:12,782 km/h,227.6,ИСТИНА,12/25/2022 17:39,N30° 15.143' W64° 23.182'
2771,11421,m,3,km,0:00:14,781 km/h,227.8,ИСТИНА,12/25/2022 17:39,N30° 14.197' W64° 24.384'
2772,11409,m,3,km,0:00:14,781 km/h,227.8,ИСТИНА,12/25/2022 17:40,N30° 13.097' W64° 25.787'
2773,11391,m,2.8,km,0:00:13,782 km/h,227.6,ИСТИНА,12/25/2022 17:40,N30° 11.998' W64° 27.190'
2774,11386,m,2.8,km,0:00:13,781 km/h,228,ИСТИНА,12/25/2022 17:40,N30° 10.972' W64° 28.491'
2775,11369,m,2.8,km,0:00:13,781 km/h,228.1,ИСТИНА,12/25/2022 17:40,N30° 09.955' W64° 29.798'
2776,11337,m,2.6,km,0:00:12,783 km/h,227.8,ИСТИНА,12/25/2022 17:40,N30° 08.939' W64° 31.107'
2777,11313,m,2.6,km,0:00:12,783 km/h,227.8,ИСТИНА,12/25/2022 17:41,N30° 07.995' W64° 32.312'
2778,11298,m,3,km,0:00:14,784 km/h,228.1,ИСТИНА,12/25/2022 17:41,N30° 07.049' W64° 33.518'
2779,11272,m,3.3,km,0:00:15,783 km/h,228.1,ИСТИНА,12/25/2022 17:41,N30° 05.951' W64° 34.930'
2780,11249,m,2.6,km,0:00:12,784 km/h,227.6,ИСТИНА,12/25/2022 17:41,N30° 04.776' W64° 36.442'
2781,11241,m,2.4,km,0:00:11,786 km/h,227.3,ИСТИНА,12/25/2022 17:42,N30° 03.828' W64° 37.644'
2782,11245,m,3,km,0:00:14,780 km/h,228.5,ИСТИНА,12/25/2022 17:42,N30° 02.951' W64° 38.745'
2783,11186,m,2.8,km,0:00:13,778 km/h,229.2,ИСТИНА,12/25/2022 17:42,N30° 01.868' W64° 40.159'
2784,11102,m,3.5,km,0:00:16,777 km/h,228.8,ИСТИНА,12/25/2022 17:42,N30° 00.878' W64° 41.482'
2785,11022,m,2.6,km,0:00:12,778 km/h,228.1,ИСТИНА,12/25/2022 17:42,N29° 59.652' W64° 43.099'
2786,10992,m,2.6,km,0:00:12,778 km/h,228,ИСТИНА,12/25/2022 17:43,N29° 58.719' W64° 44.302'
2787,10970,m,3,km,0:00:14,779 km/h,228.1,ИСТИНА,12/25/2022 17:43,N29° 57.784' W64° 45.502'
2788,10942,m,3.5,km,0:00:16,779 km/h,228.2,ИСТИНА,12/25/2022 17:43,N29° 56.693' W64° 46.904'
2789,10900,m,3.5,km,0:00:16,781 km/h,227.4,ИСТИНА,12/25/2022 17:43,N29° 55.450' W64° 48.510'
2790,10908,m,2.8,km,0:00:13,783 km/h,227.4,ИСТИНА,12/25/2022 17:44,N29° 54.183' W64° 50.099'
2791,10914,m,3.5,km,0:00:16,784 km/h,227.2,ИСТИНА,12/25/2022 17:44,N29° 53.151' W64° 51.391'
2792,10930,m,3.3,km,0:00:15,785 km/h,227,ИСТИНА,12/25/2022 17:44,N29° 51.874' W64° 52.978'
2793,10951,m,3.3,km,0:00:15,785 km/h,227.1,ИСТИНА,12/25/2022 17:44,N29° 50.673' W64° 54.465'
2794,10969,m,3.5,km,0:00:16,785 km/h,227.1,ИСТИНА,12/25/2022 17:45,N29° 49.473' W64° 55.953'
2795,10978,m,3.1,km,0:00:14,786 km/h,227.2,ИСТИНА,12/25/2022 17:45,N29° 48.192' W64° 57.539'
2796,10992,m,3.5,km,0:00:16,785 km/h,227.1,ИСТИНА,12/25/2022 17:45,N29° 47.073' W64° 58.933'
2797,11003,m,3.1,km,0:00:14,785 km/h,227.2,ИСТИНА,12/25/2022 17:45,N29° 45.793' W65° 00.521'
2798,11001,m,2.8,km,0:00:13,787 km/h,227.2,ИСТИНА,12/25/2022 17:46,N29° 44.674' W65° 01.912'
2799,11000,m,3.1,km,0:00:14,787 km/h,227.3,ИСТИНА,12/25/2022 17:46,N29° 43.634' W65° 03.207'
2800,10989,m,3.3,km,0:00:15,789 km/h,227,ИСТИНА,12/25/2022 17:46,N29° 42.517' W65° 04.603'
2801,11010,m,3.3,km,0:00:15,790 km/h,227.1,ИСТИНА,12/25/2022 17:46,N29° 41.308' W65° 06.094'
2802,11028,m,4.2,km,0:00:19,790 km/h,227.1,ИСТИНА,12/25/2022 17:47,N29° 40.099' W65° 07.589'
2803,11038,m,3.5,km,0:00:16,790 km/h,226.9,ИСТИНА,12/25/2022 17:47,N29° 38.570' W65° 09.482'
2804,11048,m,3.3,km,0:00:15,790 km/h,227,ИСТИНА,12/25/2022 17:47,N29° 37.276' W65° 11.073'
2805,11052,m,3.3,km,0:00:15,790 km/h,226.9,ИСТИНА,12/25/2022 17:47,N29° 36.068' W65° 12.565'
2806,11069,m,3.3,km,0:00:15,790 km/h,226.7,ИСТИНА,12/25/2022 17:48,N29° 34.856' W65° 14.056'
2807,11098,m,3.5,km,0:00:16,786 km/h,226.9,ИСТИНА,12/25/2022 17:48,N29° 33.640' W65° 15.540'
2808,11112,m,2.8,km,0:00:13,786 km/h,227,ИСТИНА,12/25/2022 17:48,N29° 32.353' W65° 17.121'
2809,11113,m,3.7,km,0:00:17,786 km/h,227.1,ИСТИНА,12/25/2022 17:48,N29° 31.311' W65° 18.407'
2810,11112,m,3.5,km,0:00:16,787 km/h,226.9,ИСТИНА,12/25/2022 17:49,N29° 29.948' W65° 20.090'
2811,11117,m,3.7,km,0:00:17,787 km/h,227,ИСТИНА,12/25/2022 17:49,N29° 28.659' W65° 21.671'
2812,11124,m,2.8,km,0:00:13,786 km/h,226.5,ИСТИНА,12/25/2022 17:49,N29° 27.293' W65° 23.352'
2813,11133,m,2.4,km,0:00:11,789 km/h,225.5,ИСТИНА,12/25/2022 17:49,N29° 26.239' W65° 24.627'
2814,11149,m,2.4,km,0:00:11,790 km/h,225,ИСТИНА,12/25/2022 17:50,N29° 25.329' W65° 25.692'
2815,11157,m,2.9,km,0:00:13,791 km/h,224.1,ИСТИНА,12/25/2022 17:50,N29° 24.408' W65° 26.748'
2816,11160,m,3.3,km,0:00:15,792 km/h,223.4,ИСТИНА,12/25/2022 17:50,N29° 23.301' W65° 27.976'
2817,11201,m,3.5,km,0:00:16,793 km/h,223.5,ИСТИНА,12/25/2022 17:50,N29° 22.007' W65° 29.379'
2818,11256,m,3.1,km,0:00:14,793 km/h,223.2,ИСТИНА,12/25/2022 17:51,N29° 20.629' W65° 30.880'
2819,11325,m,2.6,km,0:00:12,793 km/h,223.5,ИСТИНА,12/25/2022 17:51,N29° 19.417' W65° 32.185'
2820,11370,m,3.3,km,0:00:15,792 km/h,223.5,ИСТИНА,12/25/2022 17:51,N29° 18.383' W65° 33.309'
2821,11418,m,2.9,km,0:00:13,792 km/h,223.3,ИСТИНА,12/25/2022 17:51,N29° 17.093' W65° 34.713'
2822,11461,m,3.5,km,0:00:16,799 km/h,221.8,ИСТИНА,12/25/2022 17:51,N29° 15.971' W65° 35.927'
